id,name,met_values,supports_rep,supports_hour,category,created_at
102ebaee-e005-483c-8a96-8988f9fe30ac,"Huntingpigs, wild",3.3,False,True,{other},2025-10-05T19:08:24
617029d1-5cc2-42ac-93aa-fab7794ee1be,"Trappinggame, general",2.0,False,True,{other},2025-10-05T19:08:24
40758f92-07e4-4aaf-8d92-d6adedac5185,Hunting-hikingwithhuntinggear,9.5,False,True,{other},2025-10-05T19:08:24
e1b611c4-426c-411a-908a-55894cd3c5de,"Pistolshootingortrapshooting, standing",2.5,False,True,{other},2025-10-05T19:08:24
acd92c46-8746-4474-94b3-38806696fb23,"Rifleexercises, shooting, lyingdown",2.3,False,True,{other},2025-10-05T19:08:24
fb8313ab-fd3d-41ad-b16e-dbcd4875dfa5,"Rifleexercises, shooting, kneelingorstanding",2.5,False,True,{other},2025-10-05T19:08:24
f15d3cb2-b25d-479c-a922-94bc0ba6c327,"Foraging, 0-9.9kgbackpack",2.8,False,True,{other},2025-10-05T19:08:24
f9fdccd8-ebfa-4043-91ab-092ce5a9f76f,"Foraging, 10-15kgbackpack",3.0,False,True,{other},2025-10-05T19:08:24
15e94a36-5b53-4bc1-b463-033eb5ff0d03,"Sittinginboat, passenger",1.0,False,True,{other},2025-10-05T19:08:24
69cfe0bc-4bb5-4e0b-8eca-d5e718363e47,Standinginboat,1.5,False,True,{other},2025-10-05T19:08:24
60d5e607-0c6d-4dfa-925c-6b4cccd86d26,"Activitiesinaboat, lifting, lowering",3.3,False,True,{other},2025-10-05T19:08:24
adc347ed-84fd-4a5c-b1b9-6146c4b2e685,"Cleaning, sweepingcarpetorfloors, general",3.3,False,True,{household},2025-10-05T19:08:24
5f116c42-828a-4f78-bc51-f7cf04e9d13e,"Cleaning, sweeping, slow, lighteffort",2.3,False,True,{household},2025-10-05T19:08:24
13687601-7f43-4630-9c2f-465d69bc8924,"Cleaning, sweeping, fast, moderateeffort",3.8,False,True,{household},2025-10-05T19:08:24
b7bf825e-0c49-4f67-88e3-004ab998ab99,"Cleaningheavyormajor(e.g., washcar, cleangarage), moderateeffort",3.5,False,True,{household},2025-10-05T19:08:24
4c1102d5-a25d-4b54-b9b6-09c6864b7793,"Cleaning, mopping, standing, moderateeffort",3.5,False,True,{household},2025-10-05T19:08:24
80fb8827-9294-4954-b85d-925a2bdd96a6,"Cleaningwindows, washingwindows, general",3.3,False,True,{household},2025-10-05T19:08:24
25e9033f-68e4-45e4-8e19-207b7249a08d,"Mopping, standing, lighteffort",2.5,False,True,{household},2025-10-05T19:08:24
fd785784-d55c-4bb0-ac01-20b1c4da1dfa,"Polishingfloors, standing, walkingslowly, usingelectricpolishingmachine",4.5,True,True,{strength},2025-10-05T19:08:24
f2f32041-57cc-4ec9-a71a-402f739c90a3,"Multiplehouseholdtasksallatonce, lighteffort",2.8,False,True,{other},2025-10-05T19:08:24
e3d0a1c6-8d6d-4d64-9d37-006989a26565,"Multiplehouseholdtasksallatonce, moderateeffort",3.3,False,True,{other},2025-10-05T19:08:24
f0f66439-0765-475f-aa1f-1290d2e11365,"Multiplehouseholdtasksallatonce, vigorouseffort",4.3,False,True,{other},2025-10-05T19:08:24
92cfb4ef-568e-4778-8e54-32066cb7baa7,"Cleaning, houseorcabin, general, moderateeffort",3.3,False,True,{household},2025-10-05T19:08:24
80b579e3-8460-4fdb-8971-ce922c52e168,"Dustingorpolishingfurniture, general",2.5,False,True,{other},2025-10-05T19:08:24
0ca3ba8f-33fe-430b-b8ad-6392e3c1156c,"Kitchenactivity, general, (e.g., cooking, washingdishes, cleaningup)moderateeffort",3.3,False,True,{household},2025-10-05T19:08:24
d97aa932-ef0e-46b4-a5a5-f905d5f1aac1,"Cleaning, general(straighteningup, changinglinen, carryingouttrash), lighteffort",2.5,False,True,{household},2025-10-05T19:08:24
0e0228cc-c375-4374-9f6f-0b5f01d985c7,"Washdishes, standingoringeneral(notbrokenintostand/walkcomponents)",2.0,False,True,{cardio},2025-10-05T19:08:24
a4c381b1-373a-432c-adf8-5b9cb45b9e2c,"Washdishes, clearingdishesfromtable, walking, lighteffort",2.0,False,True,{cardio},2025-10-05T19:08:24
06fc243a-a28a-42f5-abb1-0fe116ab7703,"Vacuuming, general, moderateeffort",3.0,False,True,{household},2025-10-05T19:08:24
da974c1e-eca5-42d9-9bd5-c566dd212d2c,"Butcheringanimals, small",3.0,False,True,{other},2025-10-05T19:08:24
bd3daa3e-9810-40e9-9a9a-7adf571186c4,"Butcheringanimals, large, vigorouseffort",6.0,False,True,{other},2025-10-05T19:08:24
a1d79f44-a595-4975-8381-5286944a4bc4,"Cuttingandsmokingfish, dryingfishormeat",2.3,False,True,{other},2025-10-05T19:08:24
8f3fa1d2-7875-4aa4-a630-bf57b883343c,"Tanninghides, general",4.0,False,True,{other},2025-10-05T19:08:24
e11742ff-6ff5-4299-bf4a-2e2c9151d918,"Cookingorfoodpreparation, moderateeffort",3.5,False,True,{household},2025-10-05T19:08:24
35836ea8-2699-47bf-99c0-45a12ccf5a1c,"Cookingorfoodpreparation-standingorsittingoringeneral(notbrokenintostand/walkcomponents), manualappliances, lighteffort",2.0,False,True,{household},2025-10-05T19:08:24
cc44b07a-8964-4232-8548-12f9c94fbfd7,"Cookingorfoodpreparation, walking",2.3,False,True,{household},2025-10-05T19:08:24
ddb10ffe-dff5-4490-82b7-6c39fc8dbde3,"Servingfood, setting/cleaningtable, impliedwalkingorstanding",2.3,False,True,{household},2025-10-05T19:08:24
63f0557c-9139-4709-aff9-458c7b1b18d8,Feedinghouseholdanimals,2.5,False,True,{other},2025-10-05T19:08:24
1e88e325-3834-43de-80a7-60991e9f4217,"carryinggroceries, onlevelground, walking",3.5,False,True,{cardio},2025-10-05T19:08:24
f0503431-10e9-403a-81b6-cded268c77e7,"Puttingawaygroceries(e.g.carryinggroceries, carryingpackages)",2.5,False,True,{other},2025-10-05T19:08:24
307e1652-01b0-441a-b913-0b71cb52c0f9,Carryinggroceriesupstairs,5.3,False,True,{cardio},2025-10-05T19:08:24
c03ba91e-9eb6-41fb-b3bc-b7635240ad09,CookingIndianbreadorotherfoodonanoutsidestove,3.0,False,True,{household},2025-10-05T19:08:24
68b787f3-0aa3-4cca-930b-d46ffcf35c83,Foodshoppingwithorwithoutagrocerycart;carryinga10lbbag;standingorwalking,3.3,False,True,{cardio},2025-10-05T19:08:24
63371b69-7734-4e5b-9192-04ab9fc8be81,"Non-foodshopping, withorwithoutcart, standingorwalking",2.3,False,True,{cardio},2025-10-05T19:08:24
d5423696-936a-4ee3-9ef8-6ede54c85a32,Ironing,1.8,False,True,{other},2025-10-05T19:08:24
28ca2f72-3b76-49ba-b4ff-4f42ff32eb56,"Knitting, sewing, lighteffort, wrappingpresents, sitting",1.3,False,True,{other},2025-10-05T19:08:24
c52f04af-4142-4ff3-afbd-d2870ec5f48a,Sewingwithamachine,2.8,True,True,{strength},2025-10-05T19:08:24
b47dd96b-cc00-4163-b4c8-337f5553ed6e,"Laundry, foldorhangclothes, putclothesinwasherordryer, packingsuitcase, washingclothesbyhand, impliedstanding, lighteffort",2.3,False,True,{household},2025-10-05T19:08:24
4b77012e-8008-4875-85bd-4ed71cbe3881,"Laundry, foldorhangclothes, sitting",2.0,False,True,{household},2025-10-05T19:08:24
68ae256a-e344-4bea-9033-f01b7ad7da7e,"Laundry, moderateeffort",4.0,False,True,{household},2025-10-05T19:08:24
626be14a-bdce-412f-b02a-83d5757830da,"Laundry, puttingawayclothes, gatheringclothestopack, puttingawaylaundry, impliedwalking",2.0,False,True,{household},2025-10-05T19:08:24
9bdc5e86-1240-455c-b8fc-a0e703f34d75,"Makingbed, changinglinens",3.0,False,True,{other},2025-10-05T19:08:24
d482196c-3036-4b9d-8d6a-446876570744,"Maplesyruping/sugarbushing(includingcarryingbuckets, carryingwood)",5.0,False,True,{other},2025-10-05T19:08:24
3ad44a09-388e-41ba-83db-ca03d88b9c6e,"Movingfurniture, householditems, carryingboxes",5.8,False,True,{other},2025-10-05T19:08:24
b9373cdd-effa-4cee-ab4f-c96176f72883,"Moving, liftinglightloads",5.0,False,True,{other},2025-10-05T19:08:24
bbd1f886-023d-4809-8fe0-a4a3f54fdf1b,Organizingaroom,4.8,False,True,{other},2025-10-05T19:08:24
8fd1833f-2a7c-4adf-ab08-9fb470ce34bd,"Scrubbingfloors, onhandsandknees, scrubbingbathroom, bathtub, moderateeffort",3.5,False,True,{other},2025-10-05T19:08:24
8b4a399d-40dc-412b-a608-6194c2f9e272,"Scrubbingfloors, onhandsandknees, scrubbingbathroom, bathtub, lighteffort",2.0,False,True,{other},2025-10-05T19:08:24
92fb8ea2-0fd4-447e-90ab-edb8d1406696,"Scrubbingfloors, onhandsandknees, scrubbingbathroom, bathtub, vigorouseffort",6.5,False,True,{other},2025-10-05T19:08:24
d9671f67-66e2-492d-b76b-73f3496a2c6e,"Sweepinggarage, sidewalk, oroutsidehouse",3.0,False,True,{cardio},2025-10-05T19:08:24
20a6f58e-2064-4828-a076-5d3a83beb03a,"Standing, packing/unpackingboxes, occasionalliftinglightweighthouseholditems, loadingorunloadingitemsintoacar, moderateeffort",3.8,True,True,{strength},2025-10-05T19:08:24
e905191b-5bc6-41bb-9d06-e4842867c80c,"Impliedwalking, puttingawayhouseholditems, moderateeffort",3.0,False,True,{cardio},2025-10-05T19:08:24
c172ce69-4342-4bde-9980-23c86cfbfb49,Wateringplants,2.0,False,True,{other},2025-10-05T19:08:24
761683bf-0fa5-410d-82d0-1b8a99c6fe0d,Buildingafireinside,2.5,False,True,{other},2025-10-05T19:08:24
7cde5e87-764c-4740-9dd3-41548c992aa3,"Movinghouseholditemsupstairs, carryingboxesorfurniture",9.0,False,True,{cardio},2025-10-05T19:08:24
9050916d-d639-4b3a-8421-2614acba587a,"Standing, lightefforttasks(pumpgas, changelightbulb, etc.)",2.0,False,True,{other},2025-10-05T19:08:24
c4453a26-705d-4b2a-b56d-adbeb8e0ec52,"Walking, moderateefforttasks, non-cleaning(readyingtoleave, shut/lockdoors, closewindows, etc.",3.5,False,True,{household},2025-10-05T19:08:24
9afd3366-8727-462a-a758-6085fc1a3dbe,"Sitting, playingwithchild(ren), lighteffort, onlyactiveperiods",2.3,False,True,{other},2025-10-05T19:08:24
3aabc675-2153-43b1-a760-a73c1f543f51,"Standing, playingwithchild(ren), lighteffort, onlyactiveperiods",2.8,False,True,{other},2025-10-05T19:08:24
7e51db17-a3b6-42a1-b849-2f3cd2237bf2,"Walking/running, playingwithchild(ren), moderateeffort, onlyactiveperiods",3.5,False,True,{cardio},2025-10-05T19:08:24
73e92dfb-c086-4dbb-8348-5b1c740ceed4,"Walking/running, playingwithchild(ren), vigorouseffort, onlyactiveperiods",5.8,False,True,{cardio},2025-10-05T19:08:24
137795e5-3639-48fb-a234-9fdf42710de6,"Walkingandcarryingsmallchild, childweighing15lbsormore",3.0,False,True,{cardio},2025-10-05T19:08:24
f522552a-0e35-458d-8d09-bee318f92748,"Walkingandcarryingsmallchild, childweighinglessthan15lbs",2.5,False,True,{cardio},2025-10-05T19:08:24
1912aae4-f326-4462-b373-52f38e356799,"Standing, holdingchild",2.0,False,True,{other},2025-10-05T19:08:24
3a260020-3170-4a90-85f6-1c2e0309bbf9,"Childcare, infant, general",2.5,False,True,{other},2025-10-05T19:08:24
ae09dac3-ab44-4016-8ae1-e943c38af6a4,"Childcare:sittingorkneeling, dressing, bathing, grooming, feeding, occasionalliftingofchild-lighteffort, general",2.0,False,True,{other},2025-10-05T19:08:24
06904e8e-b2d3-44f5-b865-e7b1eb81d747,"Childcare:standing, dressing, bathing, grooming, feeding, occasionalliftingofchild-lighteffort",3.5,False,True,{other},2025-10-05T19:08:24
91cba2db-8c0a-45b4-a6ae-4b5cb59f84d4,Recliningwithbaby,1.5,False,True,{other},2025-10-05T19:08:24
bd9c9087-6df4-452c-bbba-a51a982d3159,"Breastfeeding, sittingorreclining",2.0,False,True,{other},2025-10-05T19:08:24
dde4f17a-12eb-425f-ac10-804bdc1810cd,"Sit, playingwithanimals, light, onlyactiveperiod",2.5,False,True,{other},2025-10-05T19:08:24
7f91911f-ea5d-472b-b10e-8491c2c7e35a,"Stand, playingwithanimals, lighteffort, onlyactiveperiods",2.8,False,True,{other},2025-10-05T19:08:24
1e784f03-94b3-4573-971b-b7f67c1c858f,"Walkorrun, playingwithanimals, general, lighteffort, onlyactiveperiods",2.8,False,True,{cardio},2025-10-05T19:08:24
a5fc4de4-93b9-44dc-9bed-d9d34eb20148,"Walk/run, playingwithanimals, moderateeffort, onlyactiveperiods",4.0,False,True,{cardio},2025-10-05T19:08:24
502aa5b0-26fd-474e-808d-74e31347723e,"Walk/run, playingwithanimals, vigorouseffort, onlyactiveperiods",5.0,False,True,{cardio},2025-10-05T19:08:24
a3f2ca84-7877-4623-97e0-0b622a11cda7,"Standing, bathingdog",3.5,False,True,{other},2025-10-05T19:08:24
b5a9cf4d-369b-4037-a3dc-a9e2a7f0664e,"Animalcare, householdanimals, general",2.3,False,True,{other},2025-10-05T19:08:24
c3a5541e-32c0-42d4-8a4a-e09e47f6ae21,"Eldercare, disabledadult, bathing, dressing, movingintoandoutofbed, onlyactiveperiods",3.0,False,True,{other},2025-10-05T19:08:24
d5fe84af-3f93-45d0-81b4-67035a8ece5f,"Eldercare, disabledadult, feeding, combinghair, lighteffort, onlyactiveperiods",1.8,False,True,{other},2025-10-05T19:08:24
99d61162-3b39-40b8-a6f6-17906da0e82e,Handwashing,1.3,False,True,{other},2025-10-05T19:08:24
90821ebf-1bba-408d-b041-f6aa6c2c8080,Airplanerepair,3.0,False,True,{other},2025-10-05T19:08:24
9ea6c0dd-7d35-4ad9-8ecf-31892310a6e1,Automobilebodywork,4.0,False,True,{other},2025-10-05T19:08:24
b93ca2f7-36ca-44c9-ab66-70ea0ec74e3d,"Automobilerepair, lightormoderateeffort",3.3,False,True,{other},2025-10-05T19:08:24
e0a4472a-2c2a-42c9-8de2-cc2fe2b6f6c5,"Carpentry, general, workshop(TaylorCode620)",3.0,False,True,{occupation},2025-10-05T19:08:24
f22a1fac-4361-4dea-bdc3-72baec2f2a5f,"Carpentry, outsidehouse, (TaylorCode640)",6.0,False,True,{occupation},2025-10-05T19:08:24
118b5466-1241-4f6c-80bf-423cb5a07e2c,"Carpentry, outsidehouse, buildingafence",3.8,False,True,{occupation},2025-10-05T19:08:24
b57eeb4c-804b-4e76-ae32-6ada3c25e9d3,"Carpentry, finishing, varnishing, orrefinishingcabinetsorfurniture",3.3,False,True,{occupation},2025-10-05T19:08:24
a9b26ad0-69ed-4641-bdd4-0cdda06c49c4,"Carpentry, sawinghardwood, planinganddrillingwood, moderate-to-vigorouseffort",6.0,False,True,{occupation},2025-10-05T19:08:24
bb0d7143-88e2-4d55-ac7b-08f6ea344bad,"Carpentry, homeremodelingtasks, moderateeffort",4.0,False,True,{occupation},2025-10-05T19:08:24
28048dc1-e4a9-4425-8f94-633083a537b8,"Carpentry, homeremodelingtasks, lighteffort",2.3,False,True,{occupation},2025-10-05T19:08:24
2a2ad50b-40b8-4408-997b-b9a205603c26,"Caulking, chinkinglogcabin",5.0,False,True,{other},2025-10-05T19:08:24
fd2d2e53-b6ca-4604-8534-848799ac5dd5,"Caulking, exceptlogcabin",4.5,False,True,{other},2025-10-05T19:08:24
bc01b515-b1eb-4b3c-97db-8592e559d7a0,Cleaninggutters,5.0,False,True,{household},2025-10-05T19:08:24
1b87a75a-7480-4cf5-ba9a-3d5eaf229700,Excavatinggarage,5.0,False,True,{other},2025-10-05T19:08:24
3fa35eec-953a-47ec-8886-15dbf2105e7d,Hangingstormwindows,5.0,False,True,{other},2025-10-05T19:08:24
801d7b11-0a14-496f-9979-0d1148a29d95,Hangingsheetrockinsidehouse,5.0,False,True,{other},2025-10-05T19:08:24
ccea65b3-fa61-4a71-9040-bd630dcfbb1a,Hammeringnails,3.0,False,True,{other},2025-10-05T19:08:24
c42ab19a-0947-4c72-864b-c80a2f8b85cc,"Homerepair, general, lighteffort",2.5,False,True,{other},2025-10-05T19:08:24
9918ecdb-ca49-46b5-8433-0d53cbb6a317,"Homerepair, general, moderateeffort",4.5,False,True,{other},2025-10-05T19:08:24
4249b625-2a8a-45ef-8983-5bc115f7456f,"Homerepair, general, vigorouseffort",6.0,False,True,{other},2025-10-05T19:08:24
b911dd28-d74c-4a76-a609-0d4f62ba0786,Layingorremovingcarpet,4.5,False,True,{other},2025-10-05T19:08:24
8b77bb34-4cdc-4772-87fa-a9e898d9ecb0,Layingtileorlinoleum,3.8,False,True,{other},2025-10-05T19:08:24
dd85f893-5243-4e23-8032-9542fc03cd39,Repairingappliances,3.0,False,True,{other},2025-10-05T19:08:24
fb683c13-decf-4511-a5d8-37b77f749132,"Painting, outsidehome(TaylorCode650)",5.0,False,True,{other},2025-10-05T19:08:24
4f0421f2-bf2c-4fb6-9e72-2bdfae4334af,"Paintinginsidehouse, wallpapering, scrapingpaint",3.3,False,True,{other},2025-10-05T19:08:24
d7456237-ae73-4d10-ab79-f5dc6bd04d00,Painting(TaylorCode630),4.5,False,True,{other},2025-10-05T19:08:24
7d9424a8-2673-4aeb-9e21-80231bd0cbb2,"Plumbing, general",3.0,False,True,{other},2025-10-05T19:08:24
387e050b-5be9-4056-88ed-af8b8b593990,Putonandremovaloftarp–sailboat,3.0,False,True,{other},2025-10-05T19:08:24
da467a7f-4d3f-4a9c-8d30-345412087399,Roofing,6.0,False,True,{other},2025-10-05T19:08:24
45bc308a-4987-438c-bf70-1c9dbc66c3cf,Sandingfloorswithapowersander,4.5,False,True,{other},2025-10-05T19:08:24
dd5f4e42-9aff-47d6-875b-91c1330424c5,Scrapingandpaintingsailboatorpowerboat,4.5,False,True,{other},2025-10-05T19:08:24
e7d89ff3-366e-4d09-ad94-b9a2e22c8ae7,Sharpeningtools,2.0,False,True,{other},2025-10-05T19:08:24
43e1626f-2e9f-4187-bcb4-c54081947913,Spreadingdirtwithashovel,5.0,False,True,{other},2025-10-05T19:08:24
e6546772-228a-4917-b051-090750f379c8,Washingandwaxinghullofsailboatorairplane,4.5,False,True,{other},2025-10-05T19:08:24
c65c4b0b-d75c-4934-8360-8c3b599361c1,Washingandwaxingcar,2.0,False,True,{other},2025-10-05T19:08:24
9daa3401-fe7a-4761-a884-4a9051cc1c72,"Washingfence, paintingfence, moderateeffort",4.5,False,True,{other},2025-10-05T19:08:24
63400408-d299-4d6b-9aaa-46d3721b1668,"Wiring, tapping-splicing",3.3,False,True,{other},2025-10-05T19:08:24
a5e38c5e-abe2-42ce-afd8-1de62adff535,Lyingquietlyandwatchingtelevision,1.0,False,True,{other},2025-10-05T19:08:24
39ea8929-6219-453f-83c2-93c3f3b09c29,"Lyingquietly, doingnothing, lyinginbedawake, listeningtomusic(nottalkingorreading)",1.0,False,True,{other},2025-10-05T19:08:24
35f6adcc-e43c-4700-bbba-cedd7a8ec770,"Sit, watchtelevision",1.0,False,True,{other},2025-10-05T19:08:24
f4b6e7f2-0ecd-4309-8b3a-fb7fc0156043,"Sittingquietly, general",1.0,False,True,{other},2025-10-05T19:08:24
d2841fbd-c210-4239-af26-84de817741e8,"Sittingquietly, fidgeting, general, fidgetinghands",1.5,False,True,{other},2025-10-05T19:08:24
effd4363-1c9f-41e1-9600-d71f1e2b262e,"Sitting, fidgetfeet",1.8,False,True,{other},2025-10-05T19:08:24
3a7ad14c-0e12-4d6d-a8aa-c57d9c0849e8,Sittingsmoking,1.3,False,True,{other},2025-10-05T19:08:24
3fbcb895-9036-4950-a2a9-9f5836a92174,"Sitting, listeningtomusic(nottalkingorreading)orwatchingamovieinatheater",1.5,False,True,{other},2025-10-05T19:08:24
91bbce67-dcfd-4066-843d-683ed383958c,"Sittingatadesk, restingheadinhands",1.3,False,True,{other},2025-10-05T19:08:24
adcef4ef-b7e6-42bd-ab4a-782e5489d10b,Sleeping,1.0,False,True,{other},2025-10-05T19:08:24
fd7552d2-1f11-4b66-88e2-7374c22bc0c2,Standingquietly(standinginaline),1.3,False,True,{other},2025-10-05T19:08:24
9a7f8c30-46e8-47e2-b843-96c046a90d77,Standing(fidgeting),1.5,False,True,{other},2025-10-05T19:08:24
238c3b26-e1be-44d1-b22c-cc62c12c761a,Standingwatchingtelevision,1.3,False,True,{other},2025-10-05T19:08:24
e0ac32a4-4bfb-419f-96f6-453cb22255e2,"Reclining, writing",1.5,False,True,{other},2025-10-05T19:08:24
898589ee-3f4d-439a-a1e2-494a2e362bf7,"Reclining, talkingortalkingonphone",1.3,False,True,{other},2025-10-05T19:08:24
205e20c1-2178-412e-bc1c-4e7619f71cff,"Reclining, reading",1.3,False,True,{other},2025-10-05T19:08:24
07153a68-827a-4f01-8531-3c0a40a66cee,Meditating,1.0,False,True,{other},2025-10-05T19:08:24
6f1f792b-dc24-4c82-a970-837b66eca5f0,"Carrying, loadingorstackingwood, loading/unloadingorcarryinglumber, light-to-moderateeffort",4.1,False,True,{other},2025-10-05T19:08:24
c5317a3b-d671-44bc-a692-d050f0bbc9ea,"Carrying, loadingorstackingwood, loading/unloadingorcarryinglumber, moderateeffort",5.5,False,True,{other},2025-10-05T19:08:24
c8785e67-386d-4cf3-9784-c6907dabc8e1,"Choppingwood, splittinglogs, moderateeffort",4.5,False,True,{other},2025-10-05T19:08:24
64890353-6959-4bf0-916c-97b2d0b73db3,"Choppingwood, splittinglogs, vigorouseffort",6.5,False,True,{other},2025-10-05T19:08:24
dadaef80-b5bf-4826-a03a-95508c6a4f98,"Clearinglightbrush, thinninggarden, moderateeffort",3.5,False,True,{other},2025-10-05T19:08:24
13de8b04-5f9e-4539-a079-001f29700320,"Clearingland, haulbrush, undergrowth, orground, vigorouseffort",6.3,False,True,{cardio},2025-10-05T19:08:24
38707932-34ee-483d-85e2-c13ef9a3473d,"Diggingsandbox, shovelingsand",5.0,False,True,{other},2025-10-05T19:08:24
b2eab768-c1e3-4195-9434-3c357ee8d720,"Digging, spading, fillinggarden, composting, light-to-moderateeffort",3.5,False,True,{other},2025-10-05T19:08:24
356879a9-d49d-45cf-a9a1-b8f016f59b25,"Digging, spading, fillinggarden, composting(TaylorCode590)",5.0,False,True,{other},2025-10-05T19:08:24
93cf05f4-7261-4d71-b697-d390a9ac2314,"Digging, spading, fillinggarden, composting, vigorouseffort",7.3,False,True,{other},2025-10-05T19:08:24
fea9ae5d-d12d-41b2-8923-4483507dae36,Drivingtractor,2.8,False,True,{other},2025-10-05T19:08:24
4ecad555-bec7-4631-9a33-5aa18d19976f,"Fellingtrees, largesize",8.3,False,True,{other},2025-10-05T19:08:24
3b206e4d-7ccb-4145-b989-f50b5e9b7cfa,"Fellingtrees, small-mediumsize",5.3,False,True,{other},2025-10-05T19:08:24
1f6da7c0-8995-483c-b378-9ec1a25e5ea4,"Gardeningwithheavypowertools, usingchainsaw, tillingagarden",5.8,False,True,{household},2025-10-05T19:08:24
f5d1a69e-d90a-4aba-ac17-efd321a68f3c,"gardening, general",2.0,False,True,{household},2025-10-05T19:08:24
fca73f0e-21d5-426b-a28f-e4b9108bbe74,"Irrigationchannels, openingandclosingports",4.0,False,True,{other},2025-10-05T19:08:24
099fbf11-1a0d-42db-82cf-1a0bdcfb344d,Layingcrushedrockorgravel,6.3,False,True,{other},2025-10-05T19:08:24
cb7eb6f4-283c-4a6f-8e0c-b97d4768c962,Layingsod,5.0,False,True,{other},2025-10-05T19:08:24
e5de0176-c676-427e-858d-ba4d3d337a96,"Mowinglawn, general, walking, moderateeffort",5.5,False,True,{cardio},2025-10-05T19:08:24
7d672ec3-a095-4684-b1c5-9feb7e3f7283,"Mowinglawn, ridingmower(TaylorCode550)",2.5,False,True,{other},2025-10-05T19:08:24
1b7c1922-4380-45b9-86c9-3873f7259d99,"Mowinglawn, handmower, vigorouseffort(TaylorCode570)",6.0,False,True,{other},2025-10-05T19:08:24
cb982880-3711-443f-856b-f2849d74e6db,"Mowinglawn, walk, powermower, moderateorvigorouseffort",5.0,False,True,{cardio},2025-10-05T19:08:24
9ddbf68a-4ca3-445c-a556-370e880e75e6,"Mowinglawn, powermower, lightormoderateeffort(TaylorCode590)",4.5,False,True,{other},2025-10-05T19:08:24
d5769796-fa1a-4cd6-9fb6-282aa714e89a,"Operatingsnowblower, walking",2.5,False,True,{cardio},2025-10-05T19:08:24
54ab5128-3765-4fcf-88f4-a07c31880952,"Planting, potting, transplantingseedlingsorplants, lighteffort",2.6,False,True,{other},2025-10-05T19:08:24
f314822a-dcd6-4483-9b72-5cbca271203b,"Plantingseedlings, shrubs, stooping, moderateeffort",4.3,False,True,{other},2025-10-05T19:08:24
4afee2de-e9e0-4774-9110-28469f7df54a,"Plantingcropsorgarden, stooping, moderateeffort",4.3,False,True,{other},2025-10-05T19:08:24
eec92c10-40dd-4c59-bc7c-d43ea5145872,Plantingtrees,4.5,False,True,{other},2025-10-05T19:08:24
00e77a13-12fe-40f3-b1c5-93e1b44db0b2,"Rakinglawnorleaves, moderateeffort",4.0,False,True,{other},2025-10-05T19:08:24
463cc038-5834-4c85-9fe4-70e2ca3d85bc,Rakinglawn(TaylorCode600),4.0,False,True,{other},2025-10-05T19:08:24
ebfe7ac7-7835-4ac0-aa55-634433283eb9,Rakingroofwithsnowrake,4.0,False,True,{other},2025-10-05T19:08:24
1c496c99-9b2f-460f-95ed-fbdd89315d46,Ridingsnowblower,3.0,False,True,{other},2025-10-05T19:08:24
00d5078c-8578-4b85-a84c-4ed3a03db056,"Sackinggrass, leaves",4.0,False,True,{other},2025-10-05T19:08:24
1ed83fb1-3960-4a2d-bbf9-df29c1da0e47,Shovelingdirtormud,5.5,False,True,{other},2025-10-05T19:08:24
e69591eb-56cd-4581-b86d-0a537d2874ae,"Shovelingsnow, byhand, moderateeffort",5.3,False,True,{other},2025-10-05T19:08:24
59f2a6bb-0fbe-48be-9213-e8c545689b44,"Shovelingsnow, byhand(TaylorCode610)",6.0,False,True,{other},2025-10-05T19:08:24
e5d619a4-951c-4b4c-a079-4f4cce008259,"Shovelingsnow, byhand, vigorouseffort",7.5,False,True,{other},2025-10-05T19:08:24
9a8a9c02-f2ec-49e5-9ee7-21914b590f34,"Trimmingshrubsortrees, manualcutter",3.8,False,True,{other},2025-10-05T19:08:24
b4e80cab-5f18-4ccc-9690-fe0a6161f46d,"Trimmingshrubsortrees, powercutter, usingleafblower, edger, moderateeffort",3.3,False,True,{other},2025-10-05T19:08:24
15c3f512-0414-4b00-9319-571da863482f,"Walking, applyingfertilizerorseedingalawn, pushapplicator",3.0,False,True,{cardio},2025-10-05T19:08:24
3b49d250-7886-4a10-bd8b-cd9330e91f74,"Wateringlawnorgarden, standingorwalking",4.0,False,True,{cardio},2025-10-05T19:08:24
ce61c353-e6b7-4e6f-83b1-75950c776ea3,"Weeding, cultivatinggarden, light-to-moderateeffort",3.8,False,True,{other},2025-10-05T19:08:24
e3ae0447-a5f0-459a-8e3a-45d1fc577f30,"Weeding, cultivatinggarden, moderateeffort(TaylorCode580)",4.5,False,True,{other},2025-10-05T19:08:24
57fa222a-1ed9-4335-a09d-c4e087015efe,"Weeding, cultivatinggarden, usinghoemoderate-to-vigorouseffort",5.0,False,True,{other},2025-10-05T19:08:24
aa4fce4b-c777-4054-9bd7-68b66320e869,"Gardening, general, moderateeffort",3.8,False,True,{household},2025-10-05T19:08:24
ab89195b-a2e1-4bd7-aaf9-3a2c0d045d4a,"Pickingfruitorcoffeefromtrees, moderateeffort",3.5,False,True,{other},2025-10-05T19:08:24
179ce38a-00b7-4458-bb03-991fb13618c4,"HarvestingProduce, Pickingfruitofftrees, gleaningfruits, pickingfruits/vegetables, climbingladdertopickfruit, vigorouseffort",4.5,False,True,{cardio},2025-10-05T19:08:24
